gs_cluuid_key,devicetype,ipaddress,footstep_count
-9223372034430074677,Mobile,111147613,2422
-9223372035456096293,Mobile,118719153,2422
-9223372036103835307,Mobile,109985780,2422
-9223372036605422119,Mobile,10919301,2422
-9223372034514918965,Mobile,17772755,2422
-9223372034396167090,Mobile,62930923,2422
-9223372034702387219,Mobile,16153956,2422
-9223372035848193084,Mobile,28985164,2422
-9223372034492997583,Mobile,106295701,2422
-9223372034417814822,Mobile,110925673,2422
-9223372036751446734,Mobile,136275863,2422
-9223372034565221922,Mobile,1599251,2422
-9223372034667471609,Mobile,15234119,2421
-9223372036675695986,Mobile,113576849,2421
-9223372036619937394,Mobile,139143188,2421
-9223372035258187853,Mobile,158492442,2421
-9223372036752288039,Mobile,28155557,2421
-9223372035832460626,Mobile,100183873,2421
-9223372035179048973,Mobile,121773615,2421
-9223372034538364421,Mobile,164838765,2421
-9223372036415927143,Mobile,152433782,2421
-9223372036671665433,Mobile,158397774,2421
-9223372035592659205,Mobile,85532221,2421
-9223372036705413474,Mobile,160284159,2421
-9223372035581414248,Mobile,129010975,2421
-9223372035562378609,Mobile,173972579,2421
-9223372035409889570,Mobile,169264215,2421
-9223372036506179314,Mobile,119115211,2421
-9223372036627004752,Mobile,175447768,2421
-9223372034436133224,Mobile,6086160,2421
-9223372034550985958,Mobile,91904076,2421
-9223372036752038139,Mobile,74330263,2421
-9223372036751049387,Mobile,15363794,2421
-9223372036633730078,Mobile,171248983,2420
-9223372036650908135,Mobile,53832228,2420
-9223372036482885822,Mobile,145616596,2420
-9223372036157897121,Mobile,106681901,2420
-9223372034519440909,Mobile,158504121,2420
-9223372034506098023,Mobile,97211304,2420
-9223372036324248365,Mobile,126507289,2420
-9223372036133442549,Mobile,20094578,2420
-9223372036707190233,Mobile,63044008,2420
-9223372036663171628,Mobile,43315440,2420
-9223372036651332749,Mobile,149399551,2420
-9223372034616870766,Mobile,12733180,2420
-9223372036709380298,Mobile,170591517,2420
-9223372036709916609,Mobile,38628517,2420
-9223372034495874573,Mobile,4953880,2420
-9223372034435492813,Mobile,167698853,2420
-9223372036445074843,Mobile,171090422,2420
-9223372036378339616,Tablet,34635127,2420
-9223372034682457660,Mobile,170784743,2420
-9223372035196818875,Mobile,133569892,2420
-9223372035340972568,Mobile,147612553,2419
-9223372034758780185,Mobile,63316844,2419
-9223372034487554767,Mobile,60963795,2419
-9223372036605641724,Mobile,128378917,2419
-9223372036430001163,Mobile,174137514,2419
-9223372036191280128,Mobile,60438594,2419
-9223372034424876820,Mobile,175935563,2419
-9223372036134073462,Mobile,5242392,2419
-9223372034658621587,Mobile,113820052,2419
-9223372034527811474,Mobile,137165155,2419
-9223372036274013485,Mobile,175225485,2419
-9223372034793229567,Mobile,106821478,2419
-9223372034356193714,Mobile,137285899,2419
-9223372035226922501,Mobile,169996585,2418
-9223372034623913430,Mobile,90194480,2418
-9223372034741077796,Mobile,40975787,2418
-9223372036537647125,Mobile,26341696,2418
-9223372036557775723,Mobile,22705439,2418
-9223372036180391866,Mobile,73368987,2418
-9223372036150879133,Mobile,91624798,2418
-9223372034775381704,Mobile,103593380,2418
-9223372034458524244,Mobile,166402523,2418
-9223372036622514905,Mobile,4396661,2418
-9223372036703509763,Mobile,162685322,2418
-9223372035421828382,Mobile,88338479,2418
-9223372034642185264,Mobile,127849251,2418
-9223372034659735435,Mobile,92490345,2418
-9223372035316935549,Mobile,163281538,2418
-9223372036539181059,Mobile,25264342,2418
-9223372035457229808,Mobile,61690081,2418
-9223372034760000975,Mobile,85178896,2418
-9223372034682338022,Mobile,138864134,2418
-9223372034692802982,Mobile,153044277,2418
-9223372036448984138,Mobile,113235050,2418
-9223372035590593760,Mobile,159010284,2418
-9223372036117280763,Mobile,27765477,2417
-9223372034731545271,Mobile,92049475,2417
-9223372036165668316,Mobile,164311840,2417
-9223372035824041260,Mobile,16703587,2417
-9223372034870881054,Mobile,119287320,2417
-9223372034697638368,Mobile,88366342,2417
-9223372034619682594,Mobile,109975027,2417
-9223372035358376582,Mobile,95857956,2417
-9223372035319782293,Mobile,157055987,2417
-9223372035121185904,Mobile,50997823,2417
-9223372036123357306,Mobile,13019527,2417
-9223372036710723313,Mobile,7442954,2416
-9223372034613838499,Mobile,175233086,2416
-9223372035593014593,Mobile,169842161,2416
-9223372034494959880,Mobile,8721878,2416
-9223372036489759079,Mobile,158851180,2416
-9223372036701416133,Mobile,161104427,2416
-9223372036229794931,Mobile,18301493,2416
-9223372035350341951,Mobile,164292023,2416
-9223372034525495734,Mobile,171159330,2416
-9223372035127252822,Mobile,151543873,2416
-9223372034441824756,Mobile,7603012,2416
-9223372036711361208,Mobile,154135136,2416
-9223372034568085304,Tablet,146812709,2416
-9223372034626332468,Mobile,54618689,2415
-9223372035579514771,Mobile,130913335,2415
-9223372036750563439,Mobile,3103738,2415
-9223372034436124072,Mobile,155627766,2415
-9223372034395276014,Mobile,65679090,2415
-9223372036753194140,Mobile,175383529,2415
-9223372035432757152,Mobile,90363057,2415
-9223372036138485498,Mobile,172475086,2415
-9223372036110712697,Mobile,110695840,2415
-9223372034680326658,Mobile,113509378,2415
-9223372034563144713,Mobile,103302531,2415
-9223372036377759918,Mobile,87944004,2415
-9223372034436127122,Mobile,7279785,2415
-9223372036458356405,Mobile,86338194,2415
-9223372035813196539,Mobile,72891293,2415
-9223372036125797716,Mobile,71253990,2415
-9223372034612154402,Mobile,67496504,2415
-9223372034641118507,Mobile,27568029,2414
-9223372036139653957,Mobile,132715367,2414
-9223372034443797006,Mobile,43420240,2414
-9223372036146754887,Mobile,172279165,2414
-9223372035258723677,Mobile,114764539,2414
-9223372034859140428,Mobile,158662803,2414
-9223372034496234043,Mobile,68238798,2414
-9223372036673300744,Mobile,137247031,2414
-9223372036328553200,Mobile,67283656,2414
-9223372036145434910,Mobile,152744008,2414
-9223372034464430523,Mobile,128484795,2414
-9223372036246997178,Mobile,171411455,2414
-9223372036195611831,Mobile,174918553,2414
-9223372036165771714,Mobile,173542982,2414
-9223372036191582538,Mobile,149966990,2414
-9223372035569114577,Mobile,171147323,2414
-9223372035319220473,Mobile,130159507,2414
-9223372034807449002,Mobile,124839691,2413
-9223372034528119801,Mobile,150065300,2413
-9223372036713927282,Mobile,89319371,2413
-9223372035479319176,Mobile,31545793,2413
-9223372035349100375,Mobile,130866329,2413
-9223372036361556181,Mobile,163061817,2413
-9223372036712954061,Mobile,150372627,2413
-9223372036752754556,Mobile,161939286,2413
-9223372036752714692,Mobile,34520304,2413
-9223372035409526706,Mobile,79371988,2413
-9223372035841577228,Mobile,101401634,2413
-9223372034533101977,Mobile,59023762,2413
-9223372035180045311,Mobile,13662073,2413
-9223372035516109693,Mobile,137754389,2413
-9223372035402954028,Mobile,2955828,2413
-9223372036223924686,Mobile,49364564,2413
-9223372036753372297,Mobile,154006434,2413
-9223372034854381123,Mobile,172345312,2413
-9223372034718117310,Mobile,114889387,2413
-9223372036379600509,Mobile,1013176,2413
-9223372036544436009,Mobile,134678962,2413
-9223372034629433894,Mobile,122844151,2413
-9223372036703359538,Mobile,74370003,2413
-9223372036191665610,Mobile,41463237,2413
-9223372035483070825,Mobile,79726887,2413
-9223372036133474340,Mobile,75506348,2412
-9223372036412892021,Desktop,135487818,2412
-9223372036753130893,Mobile,170638361,2412
-9223372034405130420,Mobile,175304378,2412
-9223372036527775647,Mobile,171660814,2412
-9223372034472944941,Mobile,174863310,2412
-9223372036167059212,Mobile,99304293,2412
-9223372034502693006,Mobile,6676046,2412
-9223372034947799576,Mobile,112506115,2412
-9223372036752849985,Mobile,80902613,2412
-9223372035124549141,Mobile,44538300,2412
-9223372036753047670,Mobile,9400270,2412
-9223372036750177119,Mobile,94901597,2412
-9223372034386479168,Mobile,44023580,2412
-9223372036118357697,Mobile,53401885,2412
-9223372036110989152,Tablet,31274492,2411
-9223372035430370616,Mobile,174605518,2411
-9223372036686397498,Mobile,78481959,2411
-9223372036703838223,Mobile,159537617,2411
-9223372036543546454,Mobile,134236827,2411
-9223372035304561643,Mobile,1436437,2411
-9223372035344272648,Mobile,31278219,2411
-9223372036360039978,Mobile,169495633,2411
-9223372036269947303,Mobile,21168541,2411
-9223372036149150907,Mobile,150877863,2411
-9223372036753142137,Mobile,165492305,2411
-9223372035832604133,Mobile,31741711,2411
-9223372034692286665,Mobile,170772813,2411
-9223372034612932373,Mobile,8956426,2411
-9223372036172876474,Mobile,2633365,2411
-9223372036498718197,Mobile,54995245,2411
-9223372036141794686,Mobile,63781578,2411
-9223372036132000771,Mobile,53207558,2410
-9223372035458540458,Mobile,174787255,2410
-9223372034725693873,Mobile,23178486,2410
-9223372034945220752,Mobile,28192504,2410
-9223372036582824662,Mobile,53364265,2410
-9223372036179707028,Mobile,32587769,2410
-9223372036127392422,Tablet,148200356,2410
-9223372035829523052,Mobile,172716162,2410
-9223372036169915799,Mobile,152169584,2410
-9223372035434553972,Mobile,48673719,2410
-9223372034813018454,Mobile,163284635,2410
-9223372034530940190,Mobile,158249215,2410
-9223372036622560774,Mobile,45602542,2410
-9223372036470976002,Mobile,134057032,2409
-9223372034969840559,Mobile,1942422,2409
-9223372034441145797,Mobile,10042665,2409
-9223372035476392306,Mobile,112794512,2409
-9223372035476231041,Mobile,133716866,2409
-9223372035482329253,Mobile,168203412,2409
-9223372036168887754,Mobile,3890943,2409
-9223372036710591541,Mobile,20266777,2409
-9223372034835045815,Mobile,101389988,2409
-9223372036250421808,Mobile,22598714,2409
-9223372036260893115,Tablet,20795985,2409
-9223372036266945973,Mobile,126763252,2409
-9223372036493038367,Mobile,39791553,2409
-9223372036123722877,Tablet,29058859,2409
-9223372035589422798,Mobile,81433236,2409
-9223372036519761701,Mobile,28695480,2409
-9223372036456228964,Mobile,149303757,2409
-9223372036104416367,Mobile,57185844,2409
-9223372035833811605,Mobile,164571414,2409
-9223372035833027380,Mobile,32712545,2409
-9223372036586639783,Tablet,162181921,2409
-9223372036751362314,Mobile,165979487,2409
-9223372036284161112,Mobile,136039350,2409
-9223372036740197120,Mobile,33423109,2408
-9223372036753360162,Mobile,17887178,2408
-9223372036594566028,Mobile,169803123,2408
-9223372036547871205,Mobile,12791470,2408
-9223372034780943501,Mobile,118997999,2408
-9223372034431154220,Mobile,66073551,2408
-9223372036615372511,Mobile,175547872,2408
-9223372034566307857,Mobile,59212012,2408
-9223372034642338998,Mobile,114160141,2408
-9223372036161749490,Mobile,30168892,2408
-9223372036576039200,Mobile,121384387,2408
-9223372036710072768,Mobile,43923548,2408
-9223372036403059841,Mobile,98832910,2408
-9223372036269281455,Mobile,123541545,2408
-9223372034409267431,Mobile,118378167,2408
-9223372036753033585,Mobile,115706604,2408
-9223372036618565830,Mobile,5658109,2408
-9223372036190508557,Mobile,163512956,2408
-9223372035817357308,Mobile,169273534,2408
-9223372034619191220,Mobile,29895821,2408
-9223372035464864536,Mobile,153647398,2408
-9223372036675240458,Mobile,172631857,2408
-9223372034970754124,Mobile,66900757,2408
-9223372036618691217,Mobile,97975464,2408
-9223372036152953658,Mobile,166144580,2408
-9223372035808176187,Mobile,174074958,2408
-9223372034495893536,Mobile,109869855,2408
-9223372034462310108,Mobile,45241281,2407
-9223372035430842280,Mobile,164579701,2407
-9223372036249404121,Mobile,114054186,2407
-9223372036563014774,Mobile,80292353,2407
-9223372035103786101,Mobile,115411187,2407
-9223372035432440089,Mobile,162451361,2407
-9223372036196465336,Mobile,18193141,2407
-9223372036724883803,Mobile,64985202,2407
-9223372035105076473,Mobile,145077701,2407
-9223372036562348432,Mobile,157496610,2407
-9223372036596057126,Mobile,80985448,2407
-9223372034540899750,Mobile,153403738,2407
-9223372035033986610,Mobile,173489948,2407
-9223372036753216992,Mobile,93122323,2407
-9223372035362242012,Mobile,59413231,2407
-9223372036633893487,Mobile,115223275,2407
-9223372035823776867,Mobile,72859853,2407
-9223372035424731104,Mobile,163790464,2407
-9223372036630195670,Mobile,63894673,2407
-9223372036657518617,Mobile,172853118,2407
-9223372035053336162,Mobile,64905434,2407
-9223372036753353886,Mobile,108354450,2406
-9223372036253016612,Mobile,175446103,2406
-9223372034511646324,Mobile,116769059,2406
-9223372036713900284,Mobile,137256235,2406
-9223372034951342866,Mobile,126365043,2406
-9223372034687880597,Mobile,11883575,2406
-9223372034583165630,Mobile,68831680,2406
-9223372036693976411,Mobile,175041281,2406
-9223372035444138510,Mobile,173268988,2406
-9223372034808299633,Mobile,171973228,2406
-9223372035028964103,Mobile,145107245,2406
-9223372036535231665,Mobile,1800807,2406
-9223372035055013250,Mobile,110746062,2406
-9223372036361835858,Mobile,163094391,2406
-9223372035811768688,Mobile,174938820,2406
-9223372036091850527,Mobile,73702029,2406
-9223372035985749942,Mobile,102403514,2406
-9223372034516142115,Mobile,131244789,2406
-9223372036542018098,Mobile,15977885,2405
-9223372036585568516,Mobile,55787701,2405
-9223372035098486092,Mobile,22328436,2405
-9223372034588260025,Mobile,157420452,2405
-9223372036208482344,Mobile,115892023,2405
-9223372034430646422,Mobile,57795272,2405
-9223372036751447025,Mobile,164772635,2405
-9223372035471838691,Mobile,146005864,2405
-9223372034837686697,Mobile,132846828,2405
-9223372034437471688,Mobile,164122952,2405
-9223372036750585268,Mobile,168821057,2405
-9223372036751030583,Mobile,133487953,2405
-9223372036478365826,Mobile,82006057,2405
-9223372036194319382,Mobile,25195184,2405
-9223372035815759721,Mobile,163670968,2405
-9223372036410414540,Mobile,43212244,2405
-9223372036396702128,Tablet,126750263,2405
-9223372036711130640,Mobile,116987664,2405
-9223372035417911659,Desktop,99395417,2405
-9223372036625044258,Mobile,42441604,2405
-9223372035813156649,Mobile,52836602,2405
-9223372034446160190,Mobile,145313021,2405
-9223372036752627185,Mobile,97760262,2404
-9223372035135379451,Mobile,166275007,2404
-9223372034828673116,Mobile,97404405,2404
-9223372036752850917,Mobile,139866225,2404
-9223372034771558129,Mobile,670686,2404
-9223372034998422776,Mobile,103753588,2404
-9223372034621690428,Mobile,147889574,2404
-9223372034389457440,Mobile,141643347,2404
-9223372036487753809,Tablet,104508118,2404
-9223372036732785858,Mobile,155723583,2404
-9223372036705628529,Mobile,170246059,2404
-9223372035176439663,Mobile,149246672,2404
-9223372035125346936,Mobile,150923103,2404
-9223372034503717452,Mobile,12650762,2404
-9223372036174884477,Mobile,164855219,2404
-9223372036732493769,Tablet,113417436,2404
-9223372036710009305,Mobile,121234138,2404
-9223372035475543609,Mobile,122178352,2404
-9223372034562609338,Mobile,81345793,2404
-9223372034641070961,Mobile,106526928,2404
-9223372034797975597,Mobile,106811244,2404
-9223372036339695124,Mobile,66394529,2404
-9223372036130690277,Mobile,137472631,2404
-9223372034447459454,Mobile,33888345,2404
-9223372036328392648,Mobile,164439209,2403
-9223372036370388436,Mobile,837388,2403
-9223372036295240417,Mobile,64163568,2403
-9223372036570392283,Mobile,110961338,2403
-9223372036751493088,Mobile,115138766,2403
-9223372034606740427,Mobile,20072459,2403
-9223372034826921627,Mobile,134979814,2403
-9223372036753070654,Mobile,96297088,2403
-9223372036659860156,Mobile,20683435,2403
-9223372036513602314,Mobile,74287925,2403
-9223372036257245152,Mobile,87381471,2403
-9223372034810602094,Mobile,29609149,2403
-9223372034610646686,Mobile,150192986,2403
-9223372034641834141,Mobile,119707646,2403
-9223372034784669078,Mobile,9940539,2403
-9223372036741172324,Mobile,173405060,2403
-9223372036448264937,Mobile,113219459,2403
-9223372035358855314,Mobile,103113473,2403
-9223372034622394308,Mobile,84975954,2403
-9223372036752244186,Mobile,170039293,2403
-9223372036749514689,Mobile,93726243,2403
-9223372035511824633,Mobile,31794027,2403
-9223372034441440103,Mobile,107531463,2403
-9223372034473776243,Mobile,163960634,2403
-9223372034486389103,Mobile,170699096,2403
-9223372034400391803,Mobile,119291295,2402
-9223372036751654980,Mobile,174881707,2402
-9223372035130055923,Mobile,50109979,2402
-9223372035483536718,Mobile,175373608,2402
-9223372034646925166,Mobile,122034818,2402
-9223372034505046972,Mobile,88117155,2402
-9223372035033348270,Mobile,172851073,2402
-9223372036626957664,Mobile,25577988,2402
-9223372036311082814,Mobile,153699317,2402
-9223372034479186449,Mobile,50402901,2402
-9223372034473231871,Mobile,171325998,2402
-9223372036664299013,Mobile,142823891,2402
-9223372035443642340,Mobile,116485470,2402
-9223372034499759992,Tablet,103710987,2402
-9223372036571350140,Mobile,14564248,2401
-9223372036200666565,Mobile,79204005,2401
-9223372036239695129,Mobile,134343127,2401
-9223372034502311137,Mobile,172175902,2401
-9223372035584391975,Mobile,63199883,2401
-9223372036105801112,Mobile,174033445,2401
-9223372035351484736,Tablet,95508476,2401
-9223372034803790090,Mobile,170991259,2401
-9223372036583868143,Mobile,136082291,2401
-9223372036751663993,Mobile,129365861,2401
-9223372036424255039,Mobile,155240212,2401
-9223372034487564440,Mobile,170775536,2401
-9223372034918450080,Mobile,161060828,2401
-9223372036697672724,Mobile,167318960,2401
-9223372036753225029,Mobile,52432140,2401
-9223372036427888023,Mobile,145478861,2401
-9223372036427645605,Mobile,128049228,2401
-9223372035479696684,Mobile,30368876,2401
-9223372034527425849,Mobile,70577747,2401
-9223372036713365533,Mobile,31970053,2400
-9223372036644651453,Mobile,16126273,2400
-9223372036684768881,Mobile,164384167,2400
-9223372034949523607,Mobile,104443962,2400
-9223372036557548935,Mobile,151452684,2400
-9223372036638545199,Mobile,142725050,2400
-9223372036446444675,Mobile,174738318,2400
-9223372035849014711,Mobile,146861830,2400
-9223372035320654068,Mobile,170324493,2400
-9223372035256838784,Mobile,1431514,2400
-9223372034608175749,Mobile,16576487,2400
-9223372035454603048,Mobile,89148741,2400
-9223372036351137576,Mobile,166904551,2400
-9223372036486027477,Mobile,134406345,2400
-9223372034403777138,Mobile,19626933,2400
-9223372036618099448,Mobile,58178838,2400
-9223372036525338494,Mobile,25422377,2400
-9223372034639260108,Mobile,44642464,2400
-9223372034411986649,Mobile,138507235,2400
-9223372036389469100,Mobile,162124191,2400
-9223372036664063777,Mobile,2395080,2400
-9223372036699993659,Mobile,166014037,2400
-9223372036351610906,Mobile,167545640,2399
-9223372034646713479,Mobile,146992831,2399
-9223372034430994714,Mobile,161416578,2399
-9223372034492178593,Mobile,133688394,2399
-9223372034495431940,Mobile,14309264,2399
-9223372034506225551,Mobile,175486025,2399
-9223372035595190973,Mobile,151628450,2399
-9223372035029391093,Tablet,56675923,2399
-9223372035316719107,Mobile,122815845,2399
-9223372036451506398,Mobile,77901491,2399
-9223372036356823170,Mobile,141364559,2399
-9223372036311098531,Mobile,74246308,2399
-9223372036748695673,Mobile,156841759,2399
-9223372036640765257,Mobile,74917957,2399
-9223372035834813495,Mobile,148809661,2399
-9223372036700717603,Mobile,47162552,2399
-9223372036630709555,Mobile,169113122,2399
-9223372036709046446,Mobile,148678198,2399
-9223372036753058468,Mobile,94008878,2398
-9223372036534872887,Mobile,131938898,2398
-9223372035235471174,Mobile,153645251,2398
-9223372034554909275,Mobile,131465254,2398
-9223372034816846229,Mobile,171194497,2398
-9223372036673236639,Mobile,146575787,2398
-9223372036277089691,Mobile,168739941,2398
-9223372034417596040,Mobile,120773614,2398
-9223372035546904083,Mobile,8045073,2398
-9223372036379824757,Mobile,140555003,2398
-9223372036274250041,Mobile,168611606,2398
-9223372034929386686,Mobile,109804195,2398
-9223372035254547852,Mobile,165977553,2398
-9223372036352499558,Mobile,98949835,2398
-9223372036203329457,Mobile,168404521,2398
-9223372036550820622,Mobile,118130400,2397
-9223372036301093613,Mobile,34397207,2397
-9223372036399480540,Mobile,30058783,2397
-9223372036441572965,Tablet,133108963,2397
-9223372036150413254,Mobile,5171380,2397
-9223372035315181468,Mobile,126522665,2397
-9223372034612389797,Mobile,175514135,2397
-9223372036752853606,Mobile,44148177,2397
-9223372035196683828,Mobile,69110555,2397
-9223372035821125435,Desktop,7775357,2397
-9223372036233212898,Mobile,169731659,2397
-9223372036452488435,Mobile,169652009,2396
-9223372036753051510,Mobile,67167698,2396
-9223372036709118804,Mobile,169849337,2396
-9223372035517400982,Desktop,30826343,2396
-9223372034458588180,Mobile,173380553,2396
-9223372036616417126,Mobile,160987822,2396
-9223372036356835142,Tablet,168065727,2396
-9223372034618015112,Mobile,148294781,2396
-9223372035349316019,Mobile,72092794,2396
-9223372034559500446,Mobile,174391715,2396
-9223372034689592083,Mobile,89180243,2396
-9223372036713805008,Mobile,97169159,2396
-9223372036701912811,Mobile,8386344,2396
-9223372034678415500,Mobile,166881814,2396
-9223372036675324036,Mobile,84864334,2396
-9223372036751476157,Mobile,131324314,2395
-9223372035481661564,Mobile,136657451,2395
-9223372034664358026,Mobile,167700905,2395
-9223372035103564828,Mobile,63700385,2395
-9223372036645680472,Mobile,104290432,2395
-9223372035472752818,Mobile,169661526,2395
-9223372035594220849,Mobile,63404277,2395
-9223372035109955306,Mobile,147661989,2395
-9223372034367255347,Desktop,145669870,2395
-9223372036706265750,Mobile,169025449,2395
-9223372036093546135,Tablet,104738538,2395
-9223372034396624716,Mobile,75685358,2395
-9223372034593233896,Mobile,3500313,2395
-9223372036377069100,Mobile,119238105,2395
-9223372034506267361,Mobile,167170370,2395
-9223372036690796341,Mobile,131091755,2395
-9223372036753198260,Mobile,150119431,2395
-9223372035603938481,Mobile,106044737,2395
-9223372034527786257,Mobile,60056281,2395
-9223372036679666455,Mobile,165953032,2395
-9223372036500111416,Mobile,28713752,2395
-9223372035162433231,Mobile,22278503,2395
-9223372036511000400,Mobile,103302531,2394
-9223372036656204952,Mobile,172700795,2394
-9223372034474458301,Mobile,168496159,2394
-9223372035840507902,Mobile,171035093,2394
-9223372036437884833,Mobile,170583934,2394
-9223372034632095512,Mobile,148721453,2394
-9223372034505001084,Mobile,161968149,2394
-9223372036684055137,Mobile,45379684,2394
-9223372036195531993,Mobile,173760876,2394
-9223372036141691546,Mobile,98065850,2394
-9223372036546085288,Mobile,32311946,2394
-9223372036737935678,Mobile,79667861,2394
-9223372034406937944,Mobile,103914814,2394
-9223372034372844317,Mobile,131866154,2394
-9223372035434421906,Mobile,120825125,2394
-9223372036747859021,Mobile,118597162,2394
-9223372034394482361,Mobile,134824749,2394
-9223372036404044990,Mobile,4971347,2393
-9223372035616184718,Mobile,133527274,2393
-9223372035834791561,Mobile,163017795,2393
-9223372035233273295,Mobile,124147168,2393
-9223372035091743181,Mobile,133152647,2393
-9223372035578638125,Mobile,96808330,2393
-9223372034612894735,Mobile,123330103,2393
-9223372034474505901,Mobile,118153821,2393
-9223372035421250233,Mobile,111007088,2393
-9223372035417146162,Mobile,27324683,2393
-9223372034590871090,Mobile,160977862,2393
-9223372035119135030,Mobile,167225142,2393
-9223372036378520105,Mobile,172587306,2393
-9223372036164697027,Mobile,167219523,2393
-9223372036753280600,Mobile,22295973,2393
-9223372035821824752,Mobile,172945387,2393
-9223372035517467517,Mobile,152592071,2393
-9223372034495771119,Mobile,65020701,2393
-9223372036627198157,Mobile,8427131,2393
-9223372036753206169,Mobile,36847207,2393
-9223372036749921839,Mobile,165402144,2393
-9223372034979621167,Mobile,93452530,2393
-9223372036507634012,Mobile,164671425,2392
-9223372035463360049,Mobile,155602390,2392
-9223372035482626687,Mobile,87380652,2392
-9223372036132898385,Mobile,39374238,2392
-9223372036163155385,Mobile,166020863,2392
-9223372036104824154,Mobile,159592693,2392
-9223372035573953793,Mobile,175455250,2392
-9223372035581644011,Mobile,11530654,2392
-9223372035813992261,Mobile,80367882,2392
-9223372035136617565,Mobile,73153452,2392
-9223372035213946449,Mobile,124205913,2392
-9223372036582618004,Mobile,71053822,2392
-9223372035485467852,Mobile,26267734,2392
-9223372036358593985,Mobile,170884316,2392
-9223372035817043281,Mobile,88942521,2391
-9223372034618286605,Mobile,170362283,2391
-9223372035444251693,Mobile,116972351,2391
-9223372036600950060,Mobile,160197134,2391
-9223372036374522282,Mobile,151967869,2391
-9223372034458991677,Mobile,140126056,2391
-9223372034455830542,Mobile,18377844,2391
-9223372036178303417,Mobile,24734203,2391
-9223372034398579023,Mobile,139439557,2391
-9223372035837252058,Mobile,19812521,2391
-9223372036752908397,Mobile,171144800,2391
-9223372034734059923,Mobile,52996353,2391
-9223372034528652708,Mobile,155776129,2391
-9223372036752894363,Mobile,30228188,2391
-9223372036199779301,Mobile,156538235,2391
-9223372035839879914,Mobile,163748357,2391
-9223372034495397868,Mobile,42514961,2391
-9223372036317166906,Mobile,144753931,2391
-9223372036230439699,Mobile,46776527,2390
-9223372035286550101,Mobile,133035563,2390
-9223372034575799105,Mobile,126898139,2390
-9223372034383292627,Mobile,9504572,2390
-9223372036646923895,Mobile,167241733,2390
-9223372034533610383,Mobile,171827519,2390
-9223372035101171331,Mobile,114611027,2390
-9223372034999159346,Mobile,166411356,2390
-9223372036752302031,Mobile,70070558,2390
-9223372036427829783,Mobile,137608759,2390
-9223372035831942411,Mobile,120560731,2390
-9223372034820333575,Mobile,47840589,2390
-9223372036644404300,Mobile,146583297,2390
-9223372035821178903,Desktop,106620287,2390
-9223372034591808400,Mobile,126525720,2390
-9223372036630924338,Mobile,168953827,2390
-9223372036112693630,Mobile,140049634,2390
-9223372036426199016,Mobile,42647710,2390
-9223372036206796461,Mobile,39633467,2389
-9223372036727996994,Mobile,59801376,2389
-9223372035356531953,Mobile,163349461,2389
-9223372034491898514,Mobile,93283795,2389
-9223372035765886240,Mobile,175359271,2389
-9223372036584043492,Mobile,168690730,2389
-9223372036475202979,Mobile,165106869,2389
-9223372036662110135,Mobile,83480381,2389
-9223372036605917541,Mobile,9748066,2389
-9223372036551706174,Mobile,86553679,2389
-9223372035825455340,Mobile,68774179,2389
-9223372035421810808,Mobile,103427115,2389
-9223372034898230932,Mobile,174418980,2389
-9223372036712600942,Mobile,115691836,2389
-9223372034433129698,Mobile,78737219,2389
-9223372035418836466,Mobile,37553951,2389
-9223372036332732216,Mobile,120595842,2388
-9223372036615219486,Mobile,110728887,2388
-9223372034408103791,Mobile,166806043,2388
-9223372035044201513,Mobile,130824191,2388
-9223372035045501014,Mobile,142432476,2388
-9223372035591034285,Mobile,148224083,2388
-9223372036661395433,Mobile,52531415,2388
-9223372036680259693,Mobile,31397166,2388
-9223372036727209800,Mobile,125914772,2388
-9223372035295896107,Mobile,36824672,2388
-9223372035531942778,Mobile,112692827,2388
-9223372036752479895,Mobile,62167269,2388
-9223372036704707950,Mobile,27859890,2388
-9223372036110475743,Mobile,142895074,2388
-9223372035511587276,Mobile,154308295,2388
-9223372034997159306,Mobile,42390509,2388
-9223372036341727044,Mobile,156177545,2387
-9223372036749170488,Mobile,29288616,2387
-9223372035192047821,Mobile,79449071,2387
-9223372034469895561,Mobile,145188825,2387
-9223372035200349890,Mobile,132325868,2387
-9223372036124549986,Mobile,160318633,2387
-9223372036342809181,Mobile,124563074,2387
-9223372036114036117,Mobile,66544631,2387
-9223372035205525799,Mobile,109034248,2387
-9223372034516662253,Tablet,173903665,2387
-9223372034680906068,Mobile,151361878,2387
-9223372035815794559,Mobile,163306673,2387
-9223372036681813677,Mobile,28772212,2387
-9223372036224128365,Mobile,101054122,2387
-9223372035578389214,Mobile,101211050,2386
-9223372035206950758,Mobile,64982831,2386
-9223372034396431128,Mobile,166614841,2386
-9223372036306603224,Mobile,139935953,2386
-9223372036351051218,Tablet,20170624,2386
-9223372036713715865,Mobile,16144095,2386
-9223372036150636585,Mobile,174229488,2385
-9223372035832583799,Mobile,158284195,2385
-9223372034626399208,Mobile,11185173,2385
-9223372036323243150,Mobile,61537616,2385
-9223372036753112875,Mobile,31474398,2385
-9223372035253416905,Mobile,142871751,2385
-9223372034996855850,Mobile,164471633,2385
-9223372034462891226,Mobile,164663946,2385
-9223372034705501075,Mobile,83873748,2385
-9223372035846771299,Mobile,123550369,2385
-9223372036753011333,Mobile,11203019,2385
-9223372036638521544,Mobile,101657841,2385
